id_client,plafond_credit_eur,sexe,niveau_education,situation_familiale,age,retard_paiement_sep_2023,retard_paiement_aou_2023,retard_paiement_juil_2023,retard_paiement_juin_2023,retard_paiement_mai_2023,retard_paiement_avr_2023,encours_carte_sep_2023_eur,encours_carte_aou_2023_eur,encours_carte_juil_2023_eur,encours_carte_juin_2023_eur,encours_carte_mai_2023_eur,encours_carte_avr_2023_eur,montant_rembourse_sep_2023_eur,montant_rembourse_aou_2023_eur,montant_rembourse_juil_2023_eur,montant_rembourse_juin_2023_eur,montant_rembourse_mai_2023_eur,montant_rembourse_avr_2023_eur,defaut_paiement_mois_suivant
28382,4200,2,3,1,34,0,0,0,0,0,0,3226,3147,2760,2683,2442,2470,280,140,112,112,92,90,0
28383,2240,2,3,1,31,0,0,2,0,0,0,1573,1682,1639,1672,1715,1977,135,0,61,70,291,0,0
28384,2240,2,2,1,42,0,0,0,0,-2,-2,1314,889,448,0,0,0,49,28,0,0,0,0,0
28385,5040,2,3,1,46,-1,2,-1,0,0,0,293,205,237,185,147,61,10,238,147,61,0,94,1
28386,2800,2,3,1,35,1,-2,-2,-2,-1,-1,0,0,0,0,7,9,0,0,0,7,9,0,0
28387,1680,2,2,1,40,0,0,0,-1,-1,-1,805,846,664,44,156,62,112,28,44,156,62,0,1
28388,1400,2,3,2,34,0,0,0,0,0,0,1429,1335,1370,1415,827,811,59,65,82,28,33,27,0
28389,10920,2,1,1,42,0,0,0,0,0,0,8682,5170,2531,1546,832,-40,281,112,421,560,0,283,0
28390,5880,2,1,1,38,0,0,-1,-1,0,0,236,227,117,646,559,1284,84,127,672,280,840,180,0
28391,4480,2,2,2,39,0,0,0,0,0,0,4566,4522,4510,4381,3428,3376,168,179,179,129,134,123,0
28392,1400,2,3,1,42,0,0,2,0,0,0,803,892,870,895,820,872,102,0,49,29,76,0,0
28393,1400,2,2,2,31,0,0,0,0,2,2,299,327,359,1020,1037,1016,33,37,670,42,0,42,0
28394,4480,2,2,1,37,0,0,0,0,0,0,3881,3773,2734,2811,2873,2936,105,103,102,84,85,82,0
28395,6160,2,2,1,40,-2,-2,-2,-2,-2,-2,162,117,239,326,419,221,117,241,328,443,222,148,0
28396,2240,2,3,1,43,0,0,0,0,0,0,2005,2053,2101,2145,2204,2278,98,98,95,112,112,84,0
28397,4760,2,2,1,31,-1,0,0,0,0,-2,1698,1791,1739,1764,0,0,140,140,112,0,0,92,0
28398,1680,2,3,1,33,1,2,0,0,2,0,1577,1535,1571,1661,1620,1621,0,77,136,0,61,67,0
28399,5600,2,1,1,36,-2,-2,-2,-2,-2,-2,16,17,131,56,5,95,17,131,56,5,95,121,0
28400,8960,2,1,2,41,-2,-2,-2,-2,-2,-2,62,39,94,335,272,1077,39,94,335,272,1077,833,0
28401,4480,2,1,1,47,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
28402,560,2,2,1,45,0,0,0,0,-1,-1,274,262,126,151,28,95,30,30,28,109,95,0,0
28403,2240,2,1,2,27,-1,-1,2,-1,-1,-1,28,362,343,67,11,81,363,0,67,11,89,205,1
28404,5880,2,2,2,29,-1,0,0,0,0,0,2901,2915,1973,1857,750,701,107,94,59,17,21,32,0
28405,1400,2,1,2,27,0,0,0,0,0,0,139,166,133,158,162,123,30,31,28,3,0,0,1
28406,14000,2,1,2,28,0,0,2,0,0,0,10931,10475,13102,9955,16438,9067,730,380,531,311,986,283,0
28407,3360,2,2,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
28408,560,2,2,2,28,1,2,0,0,0,0,576,558,465,446,370,168,0,38,30,9,5,9,0
28409,7000,2,1,2,28,0,0,0,0,0,0,3272,3072,2842,2583,2001,2178,140,140,84,84,322,280,0
28410,2240,2,3,1,34,-1,-1,-1,-1,-1,-1,98,260,70,85,41,183,260,70,85,41,183,0,0
28411,6720,2,2,2,28,-2,-2,-2,-2,-2,-2,32,32,0,55,0,0,32,0,55,0,0,0,0
28412,4200,2,2,2,28,0,0,0,0,0,0,642,532,559,463,398,431,37,37,33,42,42,28,0
28413,9520,2,2,2,29,0,-1,-1,-1,0,0,1225,464,462,2826,730,566,470,462,2826,566,1,0,0
28414,2240,2,1,1,28,0,0,0,0,0,-1,2061,2293,1989,1902,1937,1501,286,112,280,328,1501,140,0
28415,3640,2,3,2,29,0,0,-1,-1,-1,-1,362,280,64,32,36,0,28,64,32,36,0,58,0
28416,2800,2,2,2,29,0,0,0,0,0,0,2440,2225,2113,1939,1736,1705,95,94,84,67,70,67,0
28417,6440,2,1,2,29,0,0,-1,-1,0,0,347,339,68,145,277,324,59,84,168,140,56,56,0
28418,4480,2,1,2,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
28419,6160,2,2,2,29,2,0,0,0,0,0,812,1011,938,827,828,800,224,84,84,168,140,32,0
28420,2240,2,1,2,29,0,0,0,0,0,2,398,425,455,475,498,505,42,45,36,31,20,20,1
28421,11760,2,2,1,29,0,0,0,0,0,0,1357,980,990,1533,1653,1688,56,84,560,140,56,84,0
28422,3640,2,2,2,32,-2,-2,-2,-2,-2,-2,313,397,1961,581,209,167,397,1974,581,209,168,55,0
28423,2240,2,1,2,32,0,0,0,0,0,0,1133,1079,623,239,23,-5,146,143,99,0,0,189,0
28424,5880,2,1,2,31,0,0,0,0,0,0,2179,1928,1201,659,520,349,72,57,29,28,14,280,0
28425,6160,2,1,2,31,0,0,0,0,0,0,3480,2368,2609,2775,2979,2725,280,280,224,280,280,339,0
28426,4760,2,2,2,30,0,0,0,2,0,0,3704,3388,3823,3714,3756,3245,168,534,0,140,140,126,1
28427,1400,2,1,2,30,1,2,2,2,2,2,1174,1205,1233,1255,1301,1332,59,56,50,76,56,48,0
28428,2240,2,2,2,31,-2,-2,-2,-2,-2,-2,134,134,15,439,4,32,134,15,439,4,32,22,0
28429,8400,2,1,2,33,0,0,0,0,0,0,1644,1684,1724,1741,1774,1676,84,84,64,62,52,51,0
28430,3920,2,2,1,33,1,-1,0,0,0,0,0,222,204,240,265,312,222,56,56,28,56,28,0
28431,8120,2,2,2,33,0,0,0,0,0,0,6788,6188,5925,6000,5987,6097,217,216,214,218,220,221,0
28432,2240,2,1,2,33,-2,-2,-2,-2,-1,0,0,21,0,0,110,66,21,0,0,110,0,0,0
28433,14000,2,1,1,33,-1,-1,-1,0,0,-1,112,202,947,3659,2177,4,225,952,2801,0,4,75,0
28434,1120,2,3,1,44,1,2,2,0,0,0,995,1027,1002,1031,1007,1024,56,0,56,56,84,0,1
28435,1400,2,2,1,45,0,0,0,0,0,0,1118,1153,1172,237,236,234,59,57,32,8,8,8,0
28436,7280,2,2,1,34,-2,-2,-2,-2,-2,-2,0,0,0,5,-23,-23,0,0,5,23,0,93,0
28437,2240,2,3,1,45,-1,0,0,0,0,-1,560,333,302,174,54,1042,34,32,34,0,1042,17,0
28438,7840,2,1,1,35,-1,-1,-2,-2,-2,-2,200,70,0,0,0,0,70,0,0,0,0,0,0
28439,7560,2,1,1,37,-2,-2,-2,-2,-2,-2,7,6,7,5,-2,15,6,8,6,0,17,6,0
28440,2240,2,3,1,48,0,-1,-1,-1,-1,-1,926,54,72,59,54,58,54,72,59,54,58,0,0
28441,3360,2,2,1,34,0,0,0,0,0,0,3357,2958,2048,2126,2158,2207,127,76,112,84,84,112,0
28442,8400,2,1,1,40,0,0,0,0,0,0,3405,3503,2654,3158,2809,2436,840,700,1400,280,560,850,0
28443,3360,2,2,2,37,2,2,2,0,0,0,1085,1156,1099,1244,654,641,120,0,254,246,28,56,0
28444,2240,2,2,3,36,0,0,0,0,0,0,1789,1541,1250,1189,1073,1136,281,140,85,140,140,141,0
28445,1400,2,2,1,42,0,0,0,0,0,0,339,306,335,363,371,383,33,34,34,13,18,14,0
28446,2800,2,2,1,47,0,0,0,0,0,0,693,772,834,869,939,989,100,84,57,94,65,204,0
28447,5040,2,2,1,44,-2,-2,-2,-2,-2,-2,183,185,184,89,332,214,186,184,89,517,214,168,0
28448,4480,2,2,1,45,0,0,0,0,0,0,1770,1015,1060,1059,1054,0,196,70,36,0,0,0,0
28449,9800,2,2,1,49,-2,-2,-2,-2,-2,-2,453,255,342,556,246,119,255,342,556,246,119,494,0
28450,1400,2,3,1,33,0,0,-2,-2,-2,-2,658,0,0,0,0,0,0,0,0,0,0,0,0
28451,8960,2,2,2,37,-2,-2,-2,-2,-2,-2,-160,-160,-160,5524,-64,6379,0,0,5684,11,8684,28,0
28452,4760,2,2,2,35,0,0,0,0,0,0,3394,3478,3307,2593,2691,2790,140,140,280,140,140,140,0
28453,1400,2,2,1,37,0,0,0,0,0,2,1339,1278,915,721,845,782,84,140,280,146,0,33,0
28454,10080,2,1,1,40,2,2,2,2,0,0,3035,2945,3233,3140,3211,3300,0,336,0,165,140,126,1
28455,1960,2,2,2,36,0,0,0,0,0,0,1905,1900,1657,821,808,824,94,57,50,33,34,36,1
28456,560,2,3,1,45,-1,-1,-1,-1,-1,-1,39,194,302,11,174,29,196,302,11,174,29,255,0
28457,2800,2,3,1,46,0,0,2,0,0,0,944,909,844,642,613,641,126,0,45,28,78,0,0
28458,5040,2,3,0,36,-1,-1,-1,-1,-1,-1,9,9,9,9,9,9,9,9,9,9,9,9,0
28459,4480,2,3,1,42,-2,-2,-2,-2,-1,0,0,41,52,0,3163,3230,41,52,0,3332,140,126,0
28460,6440,2,2,1,35,2,2,2,2,-1,-1,34,27,34,13,6,-15,14,28,0,14,0,0,1
28461,560,2,2,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
28462,5040,2,2,1,39,1,2,0,0,0,0,2843,2855,2921,2984,3047,3112,84,112,112,112,115,115,0
28463,5040,2,1,2,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
28464,560,2,2,1,34,0,0,0,-1,0,-1,494,416,14,648,501,216,29,28,671,10,217,102,0
28465,4200,2,2,1,49,1,-1,-1,-1,-1,-1,0,27,248,0,17,0,27,248,0,17,0,0,0
28466,6720,2,1,1,40,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
28467,10080,2,3,1,37,-2,-2,-2,-2,-2,-2,0,0,0,0,0,7,0,0,0,0,7,0,0
28468,7280,2,2,1,35,-1,-1,-1,-1,-1,0,158,17,184,99,102,68,24,184,99,104,0,29,0
28469,14000,2,2,1,34,-2,-2,-2,-2,-2,-2,481,971,174,323,349,509,993,174,323,352,509,911,0
28470,5600,2,2,1,41,-2,-2,-1,-1,-1,2,-2,-2,45,229,12,8,0,46,229,12,0,154,0
28471,6440,2,3,2,45,0,0,-1,-1,-2,-2,843,562,28,0,0,0,28,28,0,0,0,1740,0
28472,5600,2,2,2,32,0,0,0,2,0,0,3560,3539,3484,3316,3389,3464,142,323,0,129,134,120,0
28473,1960,2,3,1,37,0,0,0,0,0,0,1363,1390,1489,1399,911,776,50,205,48,34,39,0,0
28474,4480,2,3,1,36,1,-1,-1,-1,-1,-1,0,477,36,123,0,15,477,36,123,0,15,0,0
28475,2240,2,2,2,33,0,0,0,0,0,-2,706,416,443,356,0,0,36,34,28,0,0,1596,0
28476,2800,2,2,1,30,0,0,0,0,0,0,1328,1399,1471,1537,1610,1655,84,84,84,84,56,84,0
28477,560,2,2,1,38,1,-1,-1,-2,-2,-2,0,56,0,0,0,0,56,0,0,0,0,0,1
28478,3080,2,3,1,47,0,0,0,0,0,0,3065,3065,2280,2280,2269,2273,97,83,80,77,80,80,0
28479,2800,2,2,2,35,-1,-1,-1,-1,-1,0,9,75,9,9,18,9,75,9,9,18,0,9,1
28480,6720,2,2,1,39,0,0,0,0,0,0,6529,6669,6820,5934,6059,6489,249,266,224,224,532,280,0
28481,4760,2,1,1,31,1,-2,-2,-2,-2,-1,44,0,0,0,0,50,0,0,0,0,50,33,0
28482,3080,2,1,2,31,2,2,2,2,2,2,2570,2629,2650,2719,2747,2810,127,88,137,98,112,109,1
28483,1400,2,2,2,44,-1,-1,-1,-1,-1,-1,14,41,36,23,3,8,41,36,23,3,8,16,0
28484,10920,2,2,2,41,0,0,-2,-2,-2,-2,294,-1,-10,-19,-28,-37,0,0,0,0,0,56,0
28485,1120,2,3,1,44,0,0,0,0,0,0,365,393,422,450,459,469,34,35,36,16,17,17,0
28486,4480,2,3,1,39,-2,-2,-2,-2,-2,-2,170,67,0,0,0,0,67,0,0,0,0,0,0
28487,560,2,3,1,41,1,2,3,2,0,0,519,589,568,287,186,193,87,0,0,20,14,84,0
28488,5040,2,2,2,36,1,-2,-2,-2,-2,-1,0,0,0,0,0,307,0,0,0,0,307,0,0
28489,1400,2,2,1,41,1,2,2,2,0,0,649,615,575,482,441,304,56,59,0,62,28,0,1
28490,3080,2,2,1,37,0,0,0,0,0,0,581,609,637,657,674,688,45,45,37,27,27,28,0
28491,560,2,3,2,39,0,0,0,2,0,0,447,467,532,524,567,546,36,73,9,51,20,24,1
28492,1120,2,3,1,36,0,0,2,0,0,2,444,520,504,579,625,611,84,0,84,56,0,56,0
28493,1400,2,3,1,47,2,0,0,0,0,0,1307,1333,1354,1366,1380,1404,59,62,56,56,49,51,1
28494,5600,2,1,2,30,-1,-1,-1,-1,0,0,6,6,6,27,21,37,6,6,27,0,26,0,0
28495,2520,2,2,1,31,0,0,0,0,-2,-2,558,495,220,0,0,0,42,28,0,0,84,1120,0
28496,8400,2,1,2,34,-2,-2,-2,-2,-2,-2,0,0,0,0,0,36,0,0,0,0,36,0,0
28497,8680,2,2,1,36,0,0,0,0,0,0,8237,8284,8468,8217,8342,7867,308,316,294,283,280,269,0
28498,9240,2,2,1,37,0,0,0,0,0,0,1298,1037,1014,1059,1055,1156,44,46,84,84,112,57,0
28499,5880,2,3,2,30,-1,-1,-1,-1,-1,-1,47,162,33,29,40,29,162,33,29,40,29,29,0
28500,7280,2,2,2,34,-2,-2,-2,-1,0,0,235,83,315,770,770,949,84,315,770,0,599,0,0
28501,8120,2,1,2,35,-2,-2,-1,-1,0,0,66,292,16,336,555,480,292,16,336,224,10,74,0
28502,560,2,2,1,39,1,2,2,0,0,0,497,531,515,560,549,560,50,0,67,0,11,28,0
28503,3920,2,2,1,31,0,0,0,0,0,0,2751,2809,2862,2684,2632,2609,129,127,120,92,95,101,0
28504,4200,2,2,1,36,2,2,2,2,2,2,2807,3077,3149,3173,3200,3267,362,162,118,120,123,132,1
28505,1400,2,3,3,46,-1,-1,-1,-1,-1,-1,11,11,11,11,34,52,11,11,11,34,52,101,0
28506,1400,2,2,1,37,-1,-1,-1,-1,-1,-1,207,60,118,11,11,15,60,118,11,11,15,15,0
28507,7560,2,2,1,28,-2,-2,-2,-1,0,0,41,-20,53,211,1617,1663,0,140,225,1484,140,196,0
28508,6720,2,2,1,28,0,0,0,0,0,0,4927,4179,2623,2274,2003,2038,185,104,87,70,85,1266,0
28509,4200,2,1,2,29,0,0,0,0,0,0,2185,1216,1264,1097,880,907,56,70,92,60,42,174,0
28510,7280,2,2,2,40,0,0,0,0,0,0,3363,3015,2905,2543,2594,2641,118,102,140,102,98,98,0
28511,13160,2,3,1,42,0,0,0,0,0,0,6134,7984,11451,10128,8911,8707,1960,3920,364,308,560,224,0
28512,5320,2,1,1,47,0,0,0,0,0,0,5390,5412,5415,5412,5403,5405,202,202,204,199,207,202,0
28513,4480,2,2,2,28,-1,-1,-1,-1,-1,-1,145,102,124,55,106,48,102,124,55,106,48,20,0
28514,8960,2,1,2,31,-1,-1,-1,0,-1,-1,1865,260,557,438,319,784,260,557,433,319,784,542,0
28515,840,2,2,2,30,0,0,0,0,0,0,685,716,736,765,780,798,50,40,41,28,31,70,1
28516,4200,2,1,2,33,-2,-2,-2,-2,-2,-2,683,752,916,937,778,63,756,916,937,779,63,4745,0
28517,5600,2,2,2,34,0,0,2,2,0,0,5306,5720,5812,5671,4611,4710,504,224,0,168,174,196,1
28518,4200,2,2,2,34,0,0,0,0,0,0,1117,980,666,571,415,212,58,37,29,10,6,580,0
28519,1400,2,3,1,30,0,0,0,0,0,0,1359,1379,1409,1368,1308,1335,51,53,62,45,46,48,0
28520,2240,2,2,2,24,0,0,0,0,0,0,537,526,345,317,233,198,38,35,31,8,28,28,0
28521,1400,2,2,1,47,0,0,3,2,2,0,267,393,378,403,388,396,140,0,39,0,18,19,0
28522,2240,2,3,1,37,2,2,2,2,0,0,2605,2783,2814,2743,2807,2860,248,100,0,110,107,98,1
28523,7840,2,2,2,34,0,0,0,-1,-1,-2,202,806,0,33,-1,-1,676,0,33,0,0,0,0
28524,4480,2,1,1,38,0,0,0,0,0,0,3722,3763,3688,3689,3729,3530,224,420,280,196,140,224,0
28525,2240,2,1,2,29,0,0,0,0,0,0,798,743,650,648,620,601,48,42,48,28,28,28,0
28526,4480,2,2,2,30,0,0,0,0,0,0,3809,2429,2409,2464,2441,2362,99,98,98,112,98,98,0
28527,2520,2,2,1,32,-1,2,-1,-1,-2,-1,103,97,946,0,0,7,0,947,0,0,7,98,0
28528,10080,2,2,2,32,0,0,0,0,0,0,326,395,658,368,378,0,140,280,140,98,0,0,0
28529,2240,2,2,1,34,0,0,0,0,0,0,2000,2041,2091,2074,2107,2157,74,84,92,84,84,87,0
28530,560,2,3,1,36,-1,-1,-1,2,-1,-1,18,18,35,18,18,22,18,35,0,18,22,18,1
28531,1400,2,2,1,48,0,0,0,0,0,0,1360,1262,1302,1326,224,224,57,69,65,12,8,14,0
28532,5600,2,1,1,40,2,2,2,2,2,2,2253,2320,2377,2401,2436,2495,118,115,84,95,98,0,1
28533,1400,2,3,1,44,1,2,3,2,4,3,367,411,424,473,458,442,59,28,64,0,0,0,1
28534,3360,2,2,1,31,1,2,2,2,0,0,592,574,695,676,804,875,0,140,0,140,84,0,1
28535,1680,2,2,1,31,2,2,-1,0,0,0,1770,1585,1539,899,874,851,32,1708,40,29,30,29,1
28536,3360,2,3,2,32,-1,0,0,0,0,0,1863,1901,1957,2000,2228,2278,68,87,92,280,90,90,0
28537,2240,2,1,1,32,1,-2,-1,-1,-1,-1,0,0,53,208,53,0,0,53,208,53,0,0,0
28538,3920,2,2,2,32,2,0,0,2,2,2,2889,3008,3520,3477,3476,3841,168,560,56,98,420,168,0
28539,8400,2,1,1,33,-1,-1,-1,-1,-1,0,109,112,40,149,191,83,112,40,149,191,3,49,0
28540,6440,2,2,1,30,0,-1,-1,-1,0,0,243,30,82,726,118,221,30,84,726,62,112,168,0
28541,8680,2,3,2,30,1,-1,0,0,0,0,166,3307,3671,2716,1449,1400,3360,504,560,336,140,84,0
28542,9240,2,1,2,31,-1,0,0,0,0,0,114,131,160,145,183,252,31,56,34,67,84,56,0
28543,5880,2,1,1,35,0,0,0,0,0,2,1886,1540,1574,1601,1717,1686,70,76,70,143,0,84,0
28544,3360,2,2,1,35,0,0,0,0,0,0,3237,3183,3209,3310,3333,3338,155,118,157,115,121,371,0
28545,4760,2,2,1,35,0,0,0,0,0,0,2704,1751,2475,1777,1565,1446,856,1400,686,399,220,135,0
28546,1400,2,2,2,39,0,0,-1,-1,0,0,707,738,14,451,491,534,56,14,451,56,56,28,0
28547,2800,2,3,1,44,2,2,0,0,0,2,356,342,371,391,418,407,0,43,35,33,0,36,1
28548,3920,2,1,2,33,-1,-1,-1,0,0,-1,285,242,543,546,274,31,242,543,280,56,31,103,0
28549,5880,2,2,2,33,0,0,0,-2,-2,-2,1205,263,0,0,0,0,28,0,0,0,0,0,0
28550,10080,2,1,2,34,0,0,0,0,0,0,2693,2704,2770,2765,2689,2617,112,118,112,112,98,95,0
28551,1400,2,2,3,34,0,0,0,0,0,0,1424,488,496,501,505,536,37,56,36,28,42,28,0
28552,9520,2,2,2,34,-2,-2,-2,-2,-2,-2,0,74,0,0,0,0,74,0,0,0,0,55,0
28553,7280,2,1,2,37,-1,-1,-1,2,-1,-1,29,29,64,29,29,29,29,64,0,29,29,61,1
28554,14000,2,3,2,37,1,2,0,0,0,0,145,112,110,136,127,130,0,31,29,3,4,2,0
28555,1680,2,2,1,40,1,2,2,0,0,0,1607,1635,1578,1342,844,872,71,0,84,30,42,42,0
28556,11760,2,2,1,38,0,-1,-1,-1,-1,-1,1571,1493,0,1444,59,162,1495,0,1444,59,162,84,0
28557,840,2,3,1,41,1,2,0,0,0,0,785,654,640,645,702,718,0,56,56,140,28,84,0
28558,10360,2,2,1,41,-2,-2,-2,-2,-2,-2,40,273,0,843,0,0,273,0,843,0,0,0,0
28559,12600,2,1,1,35,-2,-2,-2,-2,-2,-2,203,35,0,45,0,116,35,0,45,0,116,310,0
28560,11200,2,1,1,39,0,-1,-1,-1,0,-1,56,82,48,57,12,30,82,70,57,0,30,0,1
28561,11200,2,1,2,46,0,-1,2,-1,0,0,57,295,170,241,185,478,295,1,241,0,308,0,1
28562,17920,2,2,2,39,0,0,0,0,0,0,3357,3450,3338,3324,2946,2630,280,280,295,420,140,382,0
28563,5880,2,2,1,38,-1,-1,-1,0,0,-1,140,15,942,1191,1450,64,15,942,295,280,64,64,0
28564,840,2,3,2,35,0,0,0,0,0,0,780,765,774,780,758,760,40,41,39,31,57,0,0
28565,2800,2,1,1,36,-2,-2,-2,-2,-2,-2,452,98,95,424,390,59,98,95,424,390,59,438,0
28566,7000,2,1,1,41,-1,2,-1,-1,-1,-2,628,456,914,1215,65,1313,2,919,1230,65,1326,153,0
28567,5320,2,1,2,40,0,0,0,0,0,0,3425,3481,3554,3657,3671,3746,124,140,173,127,144,140,0
28568,560,2,3,1,43,0,0,0,0,0,0,267,330,396,456,479,504,68,72,68,29,31,37,0
28569,5040,2,3,1,40,0,0,0,-2,-2,-2,585,679,58,22,46,46,119,58,22,46,0,23,0
28570,5600,2,1,1,29,-1,-1,-1,-1,-1,-1,5,62,69,85,43,0,62,69,85,43,0,0,0
28571,2240,2,1,2,29,1,-2,-1,-1,-1,-2,0,0,45,459,0,0,0,45,460,0,0,50,0
28572,3360,2,2,2,29,0,0,0,0,-1,-1,2707,2179,817,207,87,270,98,56,78,87,270,78,0
28573,1400,2,2,2,29,0,0,2,0,0,0,854,892,830,827,879,894,112,0,84,112,84,112,0
28574,7280,2,4,2,30,-2,-2,-2,-2,-2,-2,143,8,172,264,154,11,8,172,264,154,11,50,0
28575,5040,2,1,2,30,1,-1,0,0,-1,-1,0,87,220,366,26,20,87,140,169,72,20,68,0
28576,3640,2,2,1,30,-1,-1,-1,-1,-1,-1,46,46,46,46,46,46,46,46,46,46,46,46,1
28577,3080,2,2,1,30,1,2,2,2,2,0,1929,1971,2012,2036,1986,2028,90,90,73,0,74,87,0
28578,1400,2,2,1,44,0,0,0,0,0,0,1414,1343,1365,1040,547,546,56,283,42,28,28,28,0
28579,14000,2,1,1,46,0,0,0,0,0,-1,5505,1796,1392,1901,1725,474,280,280,561,280,560,504,0
28580,10080,2,1,2,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
28581,2240,2,2,1,34,-1,-1,-1,-1,0,-1,39,141,55,211,90,141,141,55,212,0,141,66,0
28582,280,2,1,2,33,2,2,2,0,0,0,210,262,201,219,219,201,84,0,28,0,0,0,0
28583,8960,2,1,1,34,-2,-2,-1,0,0,0,144,27,401,465,264,11,27,401,264,0,0,87,0
28584,840,2,3,1,32,0,-1,-1,-1,0,-1,804,731,493,692,620,637,758,494,700,14,639,281,0
28585,2240,2,3,1,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
28586,4480,2,2,1,34,1,2,2,2,0,0,2232,2164,2035,1863,1873,1866,0,126,70,84,84,112,0
28587,13720,2,1,2,34,0,0,-1,-1,-1,-1,533,405,95,404,215,64,141,95,404,215,64,252,0
28588,6160,2,1,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
28589,12600,2,1,1,35,-1,-1,-2,2,-1,-1,11,0,0,11,11,11,0,0,11,11,11,11,0
28590,10360,2,3,1,35,-1,-1,0,-1,0,0,165,135,191,742,918,914,229,168,756,420,280,280,0
28591,2240,2,3,1,34,0,0,2,2,2,0,1213,1332,1359,1384,1292,1323,140,56,56,0,56,56,1
28592,10080,2,1,1,47,2,2,-2,-2,-2,-2,70,0,0,0,0,0,0,0,0,0,0,0,1
28593,1680,2,2,1,42,0,0,0,0,0,0,1649,1563,1568,1587,1611,1611,72,57,57,61,65,70,0
28594,1400,2,1,1,45,-1,-1,-1,-1,-1,-1,223,47,151,77,223,0,47,152,77,223,0,196,0
28595,4480,2,2,1,49,-1,-1,-1,-2,-2,-2,10,67,0,0,0,0,67,0,0,0,0,0,0
28596,7280,2,3,1,41,0,0,0,0,0,0,7407,6357,6536,6449,3581,3328,280,336,257,136,127,109,0
28597,6160,2,2,2,45,-1,-1,-1,-1,-1,0,28,28,28,28,155,159,28,28,28,155,34,34,0
28598,1680,2,3,1,46,2,3,3,3,2,2,1233,1246,1260,1273,1286,1340,42,42,42,42,84,148,1
28599,6160,2,1,1,38,1,2,2,0,0,0,4810,4969,4851,4952,5107,5248,280,0,224,280,224,336,0
28600,8120,2,1,1,39,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,7,7,7,7,7,7,0
28601,3640,2,3,2,40,0,0,0,0,-2,-2,2768,2782,2845,-1,-1,-1,140,140,84,0,0,28,0
28602,5600,2,2,1,41,0,-1,-1,-1,0,0,195,19,36,1527,1546,1591,28,38,1527,62,70,64,0
28603,5600,2,3,0,37,1,-1,-1,-1,-1,-1,0,980,140,112,638,160,980,140,112,638,160,0,0
28604,3080,2,3,0,44,2,2,2,2,2,2,1082,1111,1141,1161,1179,1206,56,56,48,45,50,50,1
28605,840,2,3,1,45,2,-1,-1,2,0,0,439,339,417,402,424,473,339,84,0,28,56,0,1
28606,840,2,2,1,42,0,0,0,0,0,0,642,1342,701,722,739,783,48,49,42,28,53,28,0
28607,2800,2,2,1,41,-1,-1,-1,-1,-1,0,17,0,10,0,53,53,0,10,0,53,0,32,0
28608,10080,2,2,1,44,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
28609,3920,2,2,1,38,0,0,2,0,0,0,2367,2705,2542,2681,2686,2718,504,0,280,140,168,168,0
28610,1400,2,3,1,47,0,0,0,0,0,0,973,274,277,308,377,435,112,56,56,84,112,24,0
28611,1960,2,3,1,35,-1,-1,-1,-1,-1,-1,41,41,11,11,37,54,41,11,11,37,54,0,0
28612,1680,2,3,2,48,2,2,0,0,0,0,1347,1219,1099,1065,1064,1084,0,48,48,56,42,45,0
28613,10080,2,3,2,39,1,-2,-2,-2,-2,-2,0,0,8,0,16,0,0,8,0,16,0,0,0
28614,6720,2,1,1,40,1,-1,-1,-1,-1,-1,0,279,115,115,115,115,279,115,115,115,115,132,0
28615,5600,2,1,2,30,-2,-2,-2,-2,-2,-2,25,25,19,174,239,645,25,19,181,240,648,450,0
28616,2800,2,3,1,35,0,0,0,0,0,0,2563,2145,2191,2319,2348,2385,84,112,224,112,98,101,0
28617,1400,2,2,1,41,0,0,0,0,0,0,257,285,314,342,349,356,33,33,34,12,13,13,0
28618,2800,2,2,2,41,0,0,0,0,0,0,2746,2711,2397,2233,1973,1771,101,92,74,69,64,71,0
28619,7560,2,4,2,42,-2,-2,-2,-2,-2,-2,402,52,257,58,18,7,52,257,58,18,7,0,0
28620,1400,2,3,1,48,0,0,0,0,0,0,1342,1000,649,239,178,164,115,32,34,28,28,42,0
28621,8400,2,2,1,41,-1,-1,-1,-1,-1,-1,154,55,63,208,143,115,55,63,211,143,115,183,0
28622,1400,2,2,1,40,0,0,0,0,0,0,894,916,954,915,909,936,56,84,84,84,56,28,1
28623,2240,2,3,1,41,0,-1,-1,-1,-1,-1,1179,51,68,23,45,24,51,69,23,45,24,0,0
